,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Saudi,0.053393,0.141712,-0.064899,-0.114607,-0.012422,-0.04693,-0.012242,-0.008727,0.050424,-0.005169,0.017405,-0.032426,0.06383,0.00314,0.003924,0.029037,-0.022568,0.004814,-0.001394,0.031481,0.013023,0.018154,-0.007462,0.008884,-0.010113
SaudiA,0.065603,0.135158,-0.061197,-0.099984,-0.012869,-0.039679,-0.011045,-0.007573,0.042281,-0.006229,0.012843,-0.026554,0.052518,0.006944,0.002209,0.020997,-0.023173,0.006058,-0.000583,0.019202,0.008701,0.013962,-0.00605,0.004875,-0.008045
SaudiB,0.023903,0.13259,-0.056804,-0.096416,-0.012406,-0.037912,-0.008695,-0.004486,0.048012,-0.008998,0.010454,-0.021759,0.048064,0.007423,0.003588,0.014436,-0.023746,0.006065,0.000196,0.016258,0.007986,0.011314,-0.00456,0.004782,-0.00592
Saudi_Jizan,0.030732,0.142682,-0.056757,-0.115312,-0.007078,-0.045599,-0.007755,-0.00773,0.06105,-0.005011,0.01494,-0.025477,0.053964,0.00234,0.005632,0.026916,-0.010887,0.006714,0.005091,0.023011,0.0068,0.010016,-0.007518,0.002952,-0.007484
Saudi_Mecca,0.049183,0.137863,-0.057888,-0.111759,-0.004462,-0.044762,-0.010693,-0.004038,0.049699,-0.002005,0.013397,-0.026451,0.050991,0.001789,0.004004,0.011138,-0.011539,0.001116,-0.002954,0.026725,0.015065,0.017353,-0.005084,0.006544,-0.008195
Saudi_Najd,0.058355,0.139236,-0.062099,-0.10831,-0.012883,-0.041101,-0.011535,-0.009101,0.048862,-0.002836,0.014403,-0.028644,0.058804,0.00385,0.00452,0.026069,-0.026184,0.004548,-0.000216,0.02558,0.009802,0.015019,-0.003869,0.004434,-0.007231
Scottish,0.131466,0.134232,0.062265,0.047043,0.039106,0.017281,0.00355,0.005176,0.003572,0.002825,-0.005614,0.005047,-0.01168,-0.011973,0.023024,0.003125,-0.011255,0.002774,0.00255,0.001452,0.004225,0.003308,-0.000656,0.013556,-0.00077
Selkup,0.071287,-0.259697,0.125452,0.043809,-0.109955,-0.041841,0.013019,0.017595,0.007119,-0.020498,0.064257,-0.000579,0.013512,-0.074582,-0.019114,-0.012117,-0.006578,0.004158,0.014595,0.000307,-0.010292,0.028234,0.042662,-0.01305,-0.00992
Sena,-0.622783,0.063471,0.01895,0.015488,0.000446,0.011546,-0.013983,0.022799,-0.02894,0.012757,0.001543,0.002203,-0.012421,0.000674,-0.018363,0.014684,-0.011806,0.009343,-0.009119,0.004977,-0.000287,-4.9e-05,0.002299,-0.000253,0.000551
Senegal_Bedik,-0.61436,0.063534,0.019422,0.014071,0.00075,0.009064,-0.035178,0.038436,-0.032136,0.023292,0.003004,-0.000796,0.017142,-0.001075,0.01252,-0.009969,0.009632,-0.001679,-0.00363,-0.000289,-0.001848,-0.003524,0.00104,-0.001988,0.001078
Senegal_Bedik_o,-0.595864,0.067025,0.018667,0.007106,0.002924,0.007948,-0.034077,0.038421,-0.027918,0.022142,0.001624,-0.004496,0.018508,-0.003853,0.010315,-0.013789,0.008736,-0.002724,-0.005908,-0.003752,-0.002184,-0.005255,0.003389,-0.000663,0.00485
Senegal_Halpularen,-0.543535,0.072744,0.015005,-0.001326,0.005459,0.002216,-0.041535,0.038148,-0.011249,0.023269,0.00341,-0.002122,0.018277,-0.004172,0.015294,-0.013071,0.008763,-0.005588,-0.009229,0.000638,-0.003592,-0.010153,0.00624,-0.001668,0.002218
Sengwer,-0.481472,0.065502,-0.004148,-0.028909,-0.000308,-0.014642,0.000353,-0.001154,0.09899,-0.096767,-0.017132,0.012139,-0.03159,0.000206,0.009772,-0.016176,0.00841,-0.003991,0.015461,-0.01657,-0.000125,0.001175,-0.004252,0.001928,0.003652
Serbian,0.127311,0.137587,0.039943,0.015698,0.032068,0.004895,0.004653,0.006411,0.000508,0.001488,-0.001378,-0.001474,0.002859,0.012297,-0.013746,-0.001772,0.00583,0.000289,0.00591,-0.002357,-0.007726,-0.000998,0.00502,-0.000207,-0.001579
She,0.018591,-0.452926,-0.015462,-0.071814,0.09253,0.042856,-0.000157,-0.001538,-0.018203,-0.004556,-0.050016,-0.008742,0.006838,-0.009175,-0.005112,-0.002166,0.000391,0.005912,-0.002011,-0.018217,0.018093,0.010552,0.023417,0.00241,-0.000878
Sherpa,0.020488,-0.410951,-0.00132,-0.031277,0.013849,0.00753,0.006776,0.008384,0.006817,0.013516,-0.085254,-0.010541,0.011967,-0.005987,-0.008166,-0.006165,-0.002716,-0.005279,-0.007584,0.008421,0.001102,0.023947,0.004971,-0.001627,0.037581
Shetlandic,0.134311,0.133373,0.060842,0.047912,0.040418,0.019429,0.00423,0.004692,0.003545,-0.004131,-0.003951,0.006744,-0.011546,-0.012615,0.021308,0.002608,-0.008736,0.001436,0.002975,-0.00246,0.003203,0.002679,0.006286,0.018798,0.002674
Shia_Uttar_Pradesh,0.062603,-0.014217,-0.107479,0.077843,-0.054779,0.04267,-0.000235,0.010846,0.012476,0.005467,-0.01153,-0.00015,0.005054,-0.011147,0.0095,-0.004641,-0.002477,0.005701,0.00729,-0.009004,-0.000998,-0.010758,-0.001972,0.010724,-0.001916
Shor,0.070191,-0.228494,0.077184,0.02541,-0.066166,-0.014502,0.003603,0.01,-0.005386,-0.014761,-0.004601,-0.000799,0.00441,-0.025001,0.012848,0.001635,-0.011561,-0.001647,0.004316,0.01088,-0.040637,0.009068,-0.00304,-0.004137,-0.006706
Shor_Khakassia,0.06966,-0.224635,0.077159,0.02668,-0.065551,-0.017626,0.00188,0.002723,-0.006218,-0.016984,0.000227,-0.00048,0.002943,-0.038342,0.007437,0.000928,-0.013482,0.004358,0.013399,0.016033,-0.0427,0.009843,-9.9e-05,-0.00482,-0.010203
Shor_Mountain,0.070408,-0.221821,0.077525,0.026809,-0.06665,-0.015777,0.001141,0.001978,-0.006282,-0.016115,-0.004454,-0.001649,0.00378,-0.033953,0.008395,0.001572,-0.01099,0.002479,0.01011,0.009058,-0.044136,0.013708,-0.004807,-0.004028,-0.008998
Sicilian_East,0.1032,0.146574,-0.007291,-0.041129,0.017849,-0.015339,-0.001958,7.7e-05,0.007567,0.021322,0.007307,0.003897,-0.006145,0.003119,-0.005926,-0.006497,-0.002868,-0.00114,0.004483,-0.003877,-4.2e-05,0.002679,-0.00189,0.002289,0.000399
Sicilian_West,0.100164,0.145559,-0.000377,-0.03553,0.019388,-0.009854,-0.000627,0.000538,0.013362,0.022293,0.00341,0.003097,-0.00223,0.001881,-0.002262,-0.003182,-0.001869,-4.2e-05,-0.00088,-0.006128,0.000832,0.000824,-0.003204,-0.003494,0.000239
Sindhi,0.069204,-0.002234,-0.116907,0.073838,-0.075214,0.045069,0.000658,0.005954,0.00135,-0.002187,-0.006203,-0.000929,-0.001427,-0.005285,0.008523,0.013179,0.003155,0.000709,0.003972,-0.01103,0.000175,-0.004155,-0.00106,-0.001663,0.002682
Sindhi_o,0.071709,0.040621,-0.111251,0.04199,-0.076937,0.036256,0.003055,0.000231,-0.017998,-0.017312,-0.002923,-0.004046,0.004014,-0.00867,0.018865,0.032484,-0.016037,0.009122,0.009804,-0.030765,0.000125,-0.016569,0.004807,-0.015785,0.016166
Sinhala,0.03225,-0.096475,-0.174942,0.116675,-0.075365,0.060767,-0.001123,0.01282,0.052267,0.033612,-0.003717,0.000783,-0.000413,0.006529,-0.009908,-0.005215,0.002666,0.000915,0.000517,0.00528,0.001511,0.000536,-0.00178,0.001486,-0.00491
Slovakian,0.130441,0.128769,0.062677,0.051486,0.041238,0.020024,0.006768,0.0078,-0.001841,-0.011554,-0.001916,-0.003747,0.009871,0.010432,-0.009148,0.009281,0.012934,0.000253,0.00543,0.002351,-0.003718,-0.002077,0.004338,0.001928,-0.001892
Slovenian,0.128848,0.135269,0.056191,0.033851,0.03496,0.012662,0.006533,0.006969,0.003109,-0.004483,-0.003183,-0.002248,0.00223,0.015194,-0.008632,-0.002201,0.000209,0.001368,0.007818,-0.001151,-0.004018,-0.002795,0.001405,-0.001976,0.002179
Somali,-0.296623,0.093429,-0.026851,-0.069736,0.000954,-0.03408,-0.020493,0.005769,0.115392,-0.079674,-0.008948,-0.006669,0.005218,-0.001665,0.024728,-0.018616,0.014864,-0.001976,0.00998,-0.003839,0.000599,0.004946,-0.002736,-0.001241,-0.00279
Somali_Kenya,-0.315859,0.092413,-0.026436,-0.068864,8e-04,-0.031877,-0.015863,0.004523,0.113061,-0.0792,-0.007405,-0.005635,0.002958,-0.000303,0.024783,-0.018178,0.016363,5.1e-05,0.011162,-0.002514,-2.5e-05,0.005911,-0.003796,-0.00147,0.000838
Sonar_Marathi,0.053497,-0.048745,-0.137272,0.097223,-0.076322,0.064145,0.00376,0.014307,0.030474,0.012028,-0.004222,0.002548,-0.004162,-0.001239,0.004886,-0.006232,-0.009127,0.002027,0.003394,0.001876,0.000125,-0.004575,-0.007148,0.009158,0.00479
Sorb_Niederlausitz,0.130897,0.137096,0.068636,0.056848,0.050779,0.021196,0.011281,0.011076,-0.003477,-0.017312,-0.002111,-0.006744,0.013082,0.017891,-0.008415,0.001061,0.008475,-0.006208,0.007039,-0.004127,-0.003369,-0.007543,0.008011,-0.004458,0.001197
Spanish_Alacant,0.113444,0.146574,0.037209,0.000269,0.041341,-0.002789,-0.005131,0.001769,0.023486,0.031314,-0.005088,0.008517,-0.015486,-0.011813,0.01045,0.003271,-0.001543,0.000106,-0.004043,-0.005565,0.004035,-0.000412,-0.00419,-0.001707,0.003133
Spanish_Andalucia,0.108132,0.146076,0.035707,-0.003434,0.045256,-0.005857,-0.00193,0.00266,0.024715,0.031162,-0.002154,0.007272,-0.013207,-0.011408,0.010243,-0.002498,-0.006176,-0.0011,-0.004261,-0.002133,0.002929,-0.001302,-0.001972,-0.005334,0.001885
Spanish_Aragon,0.119514,0.14649,0.041389,-0.000323,0.046855,-0.000139,-0.000529,0.002942,0.024901,0.036903,-0.002152,0.010303,-0.017653,-0.012833,0.012758,-0.002784,-0.004759,-0.000792,-0.002231,0.001,0.003463,9.3e-05,-0.001171,-0.001054,-0.000239
Spanish_Aragon_North,0.127368,0.14776,0.049063,0.005717,0.049855,0.001088,-0.000141,-0.000554,0.025586,0.036465,-0.004417,0.009696,-0.018627,-0.01507,0.014359,0.004296,-0.003038,0.002686,-0.003117,-0.001176,0.004517,0.000519,-0.005632,-0.00529,0.000934
Spanish_Asturias,0.110408,0.144205,0.045632,0.000646,0.051702,-0.007251,-0.007285,0.006923,0.025975,0.031345,-0.003248,0.008093,-0.019029,-0.009083,0.014386,-0.013392,-0.015907,0.001267,-0.005405,-0.000875,0.006863,-0.006059,-0.001602,0.001325,0.006466
Spanish_Baleares,0.1161,0.146914,0.040603,-0.002799,0.040725,-0.002231,-0.000548,0.002462,0.019225,0.029279,-0.004547,0.007943,-0.015015,-0.012615,0.003936,0.002254,0.001999,0.001056,0.001131,-0.004377,0.000541,0.000618,0.001232,0.000321,-0.004111
Spanish_Barcelones,0.119287,0.14908,0.045707,0.004651,0.045916,0.003347,0.003243,0.003646,0.020861,0.029632,-0.004157,0.007044,-0.014331,-0.009221,0.007763,-0.000424,-0.006102,-0.000101,0.002363,-0.003527,0.003569,-4.9e-05,-0.003993,-0.003639,0.001533
Spanish_Biscay,0.120311,0.149384,0.049629,0.009755,0.049086,0.001171,-0.001927,0.0036,0.026527,0.034862,-0.005505,0.010895,-0.019252,-0.016295,0.010464,0.001379,-0.005763,0.001837,-0.002313,-0.001763,0.0071,-0.00047,-0.005632,-0.004133,0.001988
Spanish_Burgos,0.123612,0.147658,0.049742,0.002067,0.049548,-0.003458,-0.000611,0.000877,0.024011,0.037832,-0.006869,0.008617,-0.018999,-0.012661,0.011428,0.001923,-0.005959,-0.000114,-0.003494,-0.003814,0.007799,0.000655,-0.00419,-0.002121,-0.000778
Spanish_Camp_de_Tarragona,0.119087,0.144459,0.04219,0.0021,0.044201,-0.000662,-0.002203,0.001442,0.020273,0.027859,0.001624,0.005995,-0.013026,-0.013212,0.007617,0.002486,-0.001744,0.001093,-0.000801,0.000328,0.00156,0.002612,-0.00094,-0.00491,-0.000733
Spanish_Canarias,0.081294,0.145702,0.030269,-0.012903,0.037837,-0.006224,-0.006494,0.000814,0.031604,0.029052,-0.000496,0.005261,-0.007175,-0.013617,0.011022,-0.002198,-0.002738,-0.003487,-0.010843,0.000987,0.000604,-0.00643,0.001641,-0.003418,0.001702
Spanish_Cantabria,0.116187,0.14608,0.043659,0.000845,0.046944,-0.003862,-0.000344,0.002254,0.025046,0.032578,-0.005159,0.008404,-0.015884,-0.014249,0.010148,0.001071,-0.002156,-0.001394,-0.003529,-0.003126,0.00334,-0.001731,-0.004541,-0.004097,-0.000599
Spanish_Castello,0.120327,0.146236,0.043477,0.001153,0.045283,-0.001554,-0.001175,0.001187,0.024017,0.034833,-0.005614,0.006851,-0.01597,-0.015119,0.007872,0.004698,0.002757,0.001394,-0.00088,-0.000268,0.005776,0.000406,-0.006409,-0.002169,0.000565
Spanish_Castilla_La_Mancha,0.11553,0.148013,0.040352,-0.00323,0.042085,-0.004811,-0.001704,0.001731,0.024645,0.033941,-0.002111,0.008692,-0.015275,-0.012386,0.010281,-0.001061,-0.00603,-0.00019,-0.000126,-0.000688,0.005459,0.001484,-0.001048,-0.003886,-0.001078
Spanish_Castilla_Y_Leon,0.107753,0.143867,0.040477,-0.002153,0.043803,0.001859,-0.001723,0.004615,0.028429,0.029218,-0.002328,0.007843,-0.012091,-0.012019,0.01226,-0.006541,-0.00678,-0.001731,-0.004525,-0.002293,0.000291,-0.000907,0.001315,-0.002571,-0.002754
Spanish_Cataluna,0.114582,0.146236,0.045883,0.002369,0.047188,0,-0.002037,0.002384,0.022361,0.030494,-0.001895,0.008592,-0.016006,-0.010643,0.008867,0.001591,-0.000652,-0.001647,-0.001131,-0.000959,0.006197,-0.005729,-0.003903,-0.001928,0.000958
Spanish_Catalunya_Central,0.12432,0.149283,0.044123,0.002118,0.046676,0.001642,-0.000183,0.000974,0.021111,0.028976,-0.002887,0.006428,-0.014965,-0.012401,0.00757,0.00498,0.000319,0.001323,-0.00081,-0.001403,0.002939,0.001662,-0.000671,-0.002624,-0.000718
Spanish_Eivissa,0.116187,0.146705,0.037654,-0.004025,0.039723,-0.003411,0.000271,0.003142,0.020657,0.029915,-0.002523,0.007424,-0.012225,-0.008554,0.008822,0.000969,-0.003681,-0.002924,-0.002379,-0.003983,0.003254,0.001817,-0.001744,-0.000185,-0.001474
Spanish_Extremadura,0.105096,0.14996,0.033061,-0.001184,0.040931,-0.002789,-0.003995,-0.001,0.024679,0.031223,-0.001299,0.005046,-0.010604,-0.012248,0.007555,0.002608,-0.002347,-0.003294,-0.006411,0.000417,0.002121,-0.00474,-0.001479,-0.002771,0.001437
Spanish_Galicia,0.108765,0.146462,0.041064,-0.001651,0.041204,-9.3e-05,-0.005457,0.002423,0.024713,0.030029,-0.002129,0.005737,-0.012611,-0.012157,0.011144,0.000589,-0.004237,-0.002161,-0.005042,-0.001007,0.000873,-0.002899,-0.000808,-0.003682,0.001304
Spanish_Girona,0.121335,0.145932,0.041898,0.003295,0.041177,0.001618,-0.000447,0.003369,0.019982,0.030889,-0.002062,0.008872,-0.013454,-0.013487,0.007573,0.00305,0.002047,-0.000621,0.001672,-0.002726,0.002833,-0.001002,-0.000345,0.000133,-0.001653
Spanish_La_Rioja,0.121584,0.149929,0.045152,0.000764,0.048065,-0.003499,-0.002222,0.001867,0.024971,0.037226,-0.001609,0.008202,-0.019177,-0.013862,0.009784,0.001808,-0.000853,0.000564,-0.003542,-0.000387,0.005978,-0.000652,-0.005972,-0.006408,0.000653
Spanish_Lleida,0.12217,0.146801,0.042992,0.002046,0.044248,-0.001518,0.000653,0.002102,0.022588,0.029806,-0.00092,0.008942,-0.016402,-0.013655,0.0084,0.000236,-0.00142,0.000648,0.001257,-0.000903,0.00739,0.00033,-0.001698,-0.00079,-0.000639
Spanish_Mallorca,0.117617,0.147929,0.038927,0.001077,0.039392,-0.001363,0.000392,0.003077,0.017407,0.027943,-0.003031,0.006278,-0.01556,-0.00841,0.006439,0.002519,0.001362,0.001464,-0.00088,-0.001348,0.000971,0.000756,-0.001753,0.000201,-0.000239
Spanish_Menorca,0.115721,0.14759,0.036832,-0.006029,0.042777,-0.001673,0.00141,0.000154,0.02168,0.02934,-0.002219,0.009292,-0.01442,-0.007248,0.003212,-0.002873,-0.002825,0.001394,-0.00088,-0.001792,0.003286,0.001937,0.001068,-0.006627,-0.005868
Spanish_Murcia,0.10927,0.142936,0.037901,-0.005814,0.04547,-0.002092,-0.004994,-0.003346,0.025259,0.03221,-0.00341,0.003409,-0.012376,-0.010803,0.004716,-0.001425,0.00101,0.000855,-6.3e-05,0.001,0.005022,-0.002937,-0.000678,-0.003012,0.001976
Spanish_Navarra,0.119514,0.146236,0.044249,-0.000754,0.048727,-0.001208,-0.003212,-0.001461,0.024952,0.038695,-0.00498,0.01149,-0.015263,-0.017019,0.015653,0.002829,-0.008736,0.001098,-0.002472,-0.002543,0.004658,0.002556,-0.006943,4e-05,0.00475
Spanish_Pais_Vasco,0.128241,0.151652,0.056317,0.008075,0.052112,0.002417,0.000235,0.002923,0.027747,0.039849,-0.0059,0.009342,-0.02106,-0.012065,0.018413,-0.002475,-0.012343,0.002872,0.002221,-0.006587,0.007736,-0.002432,-0.006532,-0.006748,0.003672
Spanish_Penedes,0.121791,0.145867,0.040866,0.004727,0.04205,0.001851,-0.002414,0.000797,0.018426,0.02823,-0.001358,0.005395,-0.016136,-0.01385,0.010068,0.001422,0.00192,0.001923,0.000103,-0.001126,0.001724,-0.000641,-0.002768,-0.001676,0.000425
Spanish_Peri-Barcelona,0.121222,0.149689,0.041332,0.001518,0.044593,0.000251,0.000541,0.001338,0.021455,0.030033,-0.001738,0.006999,-0.013721,-0.012359,0.007329,0.00126,7.8e-05,-0.000253,-0.000742,-0.001363,0.002708,0.000828,-0.001467,-0.000422,0.002287
Spanish_Pirineu,0.121981,0.146574,0.042678,0.002584,0.044983,-0.000837,-0.000862,0.004384,0.025395,0.034321,-0.002301,0.009616,-0.014792,-0.012455,0.007035,0.000442,-0.001434,0.00038,-0.004441,-0.001605,0.003702,-0.000618,-0.002835,-0.006447,0.001816
Spanish_Soria,0.121791,0.142174,0.049968,0.007591,0.047547,0.001255,-0.002938,-0.001269,0.020657,0.03745,-0.010474,0.01139,-0.017393,-0.022845,0.011401,0.014519,0.01356,-0.002914,-0.004085,-0.000688,-0.000312,-0.001422,-0.003759,-0.005904,-0.002096
Spanish_Terres_de_l'Ebre,0.122018,0.146846,0.041408,-0.001744,0.042839,-0.004406,-0.000141,0.004523,0.018775,0.032948,-0.00328,0.007823,-0.01662,-0.01112,0.009636,-0.003394,-0.005294,-0.000684,0.000402,0.000325,0.002895,0.000742,-0.003574,-0.005398,-0.001293
Spanish_Valencia,0.117997,0.144629,0.040855,-0.000888,0.04647,-0.001441,-0.001998,0.001634,0.023162,0.033258,-0.003004,0.00833,-0.012859,-0.01234,0.009602,-0.000851,-0.004694,-0.001721,-0.001236,-0.000917,0.005574,-0.00137,-0.002044,-0.005141,0.002056
Sri_Lankan,0.036253,-0.086574,-0.172816,0.110467,-0.074168,0.062485,-0.001234,0.011826,0.046498,0.029878,-0.003792,0.000682,-0.00139,0.005216,-0.007594,-0.009142,-0.000417,0.001121,0.000949,0.000994,0.003244,0.001002,0.001066,5.4e-05,-0.003628
Sudan_Arab_Kababish,-0.269533,0.098263,-0.028661,-0.063683,-0.002179,-0.027911,-0.023163,0.009609,0.07713,-0.054751,-0.005502,-0.002997,0.008587,0.000264,0.011525,-0.002779,0.003755,-0.006998,0.006159,0.002071,0.001507,0.005668,-0.001691,0.000742,-0.000522
Sudan_Arab_Rashaayda,0.045908,0.141074,-0.065776,-0.120829,-0.010874,-0.053547,-0.013494,-0.010692,0.060795,-0.003462,0.019094,-0.035231,0.072249,0.004771,0.00432,0.029402,-0.024697,0.001235,-0.001467,0.033568,0.015348,0.019506,-0.006214,0.00735,-0.010338
Sudan_Daju,-0.504655,0.066063,-0.004486,-0.022321,-0.002349,-0.01004,-0.026012,0.022627,0.078795,-0.083982,-0.015136,0.01393,-0.025452,-0.00079,0.010265,-0.012184,0.019269,-0.011549,0.015699,-0.013079,-0.000604,0.00205,-0.002322,-0.002822,0.003712
Sudanese,-0.577917,0.054567,0.003042,-0.004974,-0.002626,-0.001934,-0.010184,0.013753,0.073383,-0.089903,-0.018848,0.02191,-0.036977,-0.00034,0.007618,-0.015619,0.018002,-0.011368,0.019424,-0.018425,-0.000674,0.004682,-0.003336,-0.003478,0.00364
Sudan_Nuba_Koalib,-0.548807,0.058473,-0.002044,-0.016575,-0.001685,-0.008969,-0.02428,0.021291,0.092714,-0.105524,-0.019931,0.020674,-0.037728,-0.000826,0.013558,-0.020314,0.023572,-0.013229,0.021984,-0.021043,-0.001011,0.004751,-0.00109,-0.003215,0.004733
Surui,0.057822,-0.317454,0.117134,0.10672,-0.113806,-0.015395,-0.325819,-0.391691,-0.017548,-0.020775,0.002079,-0.004676,0.002319,0.035864,-0.013491,0.000583,0.0109,-0.001242,0.000251,0.001276,-0.003544,0.012662,-0.006779,-0.007447,-0.009149
Swedish,0.132193,0.125885,0.072642,0.058972,0.040264,0.02079,0.00638,0.009294,0.003649,-0.006663,-0.004203,0.000533,-0.003045,-0.003352,0.014593,0.005865,-0.005106,0.001622,0.002991,0.005015,0.006773,0.002526,0.001253,0.011594,0.000212
Swiss_French,0.12734,0.14484,0.041436,0.010215,0.041162,0.006484,0.000823,0.002884,0.011811,0.019431,-0.000751,0.006594,-0.015962,-0.012524,0.008347,0.002171,0.005753,-0.001615,0.003661,-0.000344,0.004788,0.003648,0.001664,0.002576,-0.000479
Swiss_German,0.127624,0.140778,0.046009,0.022731,0.040623,0.007391,0.002791,0.005134,0.008641,0.012164,-0.001522,0.005264,-0.01494,-0.008808,0.008364,-0.001127,-0.002591,0.001219,0.005374,-0.000922,0.001934,0.003509,-0.002557,0.006974,-0.00256
Swiss_Italian,0.12217,0.141159,0.023256,-0.014535,0.026774,-0.002789,0.000235,0.003692,0.00934,0.020228,0.000758,0.003097,-0.011199,-0.003486,-0.003076,0.001945,0.006128,-0.002492,0.002095,-0.002293,0.002329,-0.000247,-0.001479,0.006145,-0.000519
Syed_Uttar_Pradesh_West,0.066302,-0.027165,-0.116813,0.079055,-0.070706,0.048109,-0.001939,0.005769,0.008743,0.008337,-0.001705,0.003147,0.002379,-0.004886,0.003122,0.012132,0.003781,-0.000602,-0.001163,-0.004846,0.000811,-0.00068,0.004837,0.004278,0.003533
Syrian,0.063236,0.127167,-0.048649,-0.062806,-0.01773,-0.020127,-0.003486,-0.002269,-0.000568,-0.001053,0.002806,-0.005603,0.011422,0.000986,-0.002217,0.004773,-0.004665,-0.000739,0.00192,0.001438,0.001608,0.000927,-0.002232,-0.000522,-0.000246
Syrian_Aleppo,0.079676,0.122879,-0.037712,-0.05491,-0.022312,-0.021753,0.001175,-0.003923,-0.002557,0.002096,-0.002679,-0.001873,0.009143,-0.00578,-0.003597,0.010939,-0.001239,0.002724,-6.3e-05,0.001376,-0.001747,-0.003524,0.003389,0.001627,-0.002634
Syrian_Hama,0.082573,0.130841,-0.049733,-0.068186,-0.021389,-0.022278,-0.003523,-0.005531,-0.004015,-0.001157,0.002917,-0.009279,0.011981,0.001532,-0.009337,0.00602,0.002801,-0.001335,-0.00117,0.002048,-0.000928,0.001259,-0.004486,0.000993,0.000765
Syrian_Homs,0.058619,0.118817,-0.038466,-0.061693,-0.021081,-0.015339,-0.003055,0.002538,-0.003579,-0.006105,0.000487,-0.006444,0.013602,0.005574,-0.003393,0.001657,-0.013951,0.005258,0.006411,0.002063,-0.000374,0.008903,-0.004006,0.001988,0.002814
Syrian_Jew,0.087075,0.142682,-0.035826,-0.066538,-0.005847,-0.022032,-0.004348,-0.002423,0.000614,0.008383,0.006414,0.00045,0.0055,-0.000206,-0.000136,0.000796,-0.003977,-0.002534,-0.003771,-0.004815,0.001248,-0.003277,0.00302,-0.001807,0.002335
Tabasaran,0.111459,0.104991,-0.024136,0.007106,-0.039084,0.010169,0.007448,-0.005307,-0.05615,-0.034415,-0.001449,0.003885,-0.009743,-0.009623,0.014908,0.001173,0.001675,-0.002056,-0.003191,0.005474,-0.001852,0.000266,0.004835,0.009353,-0.003417
Tai_Lue,0.015594,-0.435967,-0.039258,-0.061306,0.125777,0.057535,-0.002021,-0.008723,-0.018121,-0.009914,0.008655,-0.000465,-0.001501,-0.004019,0.000299,0.004853,0.002425,0.001533,-0.002627,-0.009892,0.007924,0.005911,0.014999,0.001494,0.007532
Tajik_Afghanistan,0.08114,0.010155,-0.064272,0.036038,-0.056208,0.028248,0.004986,0.00272,-0.017472,-0.013876,-0.006287,-0.001542,0.000308,-0.006616,0.009946,0.009499,-0.005956,0.00257,0.002119,-0.007959,-0.004706,-0.00605,-0.000528,-0.004174,0.004319
Tajik_Tajikistan_Ayni,0.091533,0.009394,-0.029101,0.018276,-0.040751,0.014525,0.006796,-0.000654,-0.026281,-0.020122,-0.008755,0.001549,0.000681,-0.007913,0.011299,0.008088,-0.009811,-0.000581,0.00089,-0.008275,-0.006572,-0.00372,0.001633,0.001145,0.005059
Tajik_Tajikistan_Hisor,0.091343,0.007109,-0.024513,0.021237,-0.043624,0.016315,0.004641,0.000231,-0.02623,-0.023372,-0.004831,0.001986,-0.001561,-0.008877,0.011638,0.014121,0.001467,6.3e-05,0.001603,-0.008785,-0.008173,0.000402,0.002619,0.001807,0.001138
Tajik_Tajikistan_Kulob,0.0961,0.023357,-0.034103,0.02524,-0.049196,0.020718,0.001712,-0.001121,-0.032169,-0.025018,-0.006936,-0.002419,-0.002718,-0.008041,0.011672,0.012426,7.4e-05,0.000688,0.001203,-0.007861,-0.006239,-0.002031,0.000194,0.002823,0.001865
Tajik_Yaghnobi,0.100847,0.059002,-0.028473,0.024161,-0.04607,0.018658,0.006463,-0.000992,-0.035802,-0.026479,-0.004774,0.000315,-0.000134,-0.009393,0.013314,0.01776,-0.003592,0.000462,0.001427,-0.01103,-0.007849,-0.005002,0.001485,0.002356,0.003551
Talysh_Azerbaijan,0.095801,0.103527,-0.061135,-0.035799,-0.042521,-0.004617,0.0044,-0.00391,-0.033258,-0.01301,-0.000668,4e-04,-0.001065,-0.001323,0.000241,0.006762,0.000732,0.001386,0.001613,-0.007302,-0.000166,-0.001917,-0.000822,-0.002055,0.003825
Tamang,0.024553,-0.356741,-0.032486,-0.007383,0.007166,0.016773,0.004667,0.007483,0.009233,0.01838,-0.067229,-0.009763,0.010109,-0.005525,-0.011594,0.000152,0.002701,-0.006063,-0.005351,0.004377,0.001016,0.021657,0.008416,-0.002272,0.031751
Tamil_Sri_Lanka,0.037296,-0.088351,-0.173815,0.113481,-0.075943,0.061142,-0.001825,0.014261,0.04749,0.030931,-0.002907,-0.000275,-0.001531,0.005606,-0.007827,-0.006537,0.002877,-8.9e-05,-0.000122,0.00301,0.003714,0.000655,-0.000641,-7.6e-05,-0.005149
Tarkhan_Muslim,0.073226,-0.006093,-0.115399,0.081719,-0.07427,0.046296,0.003995,0.004615,0.000818,-0.007047,-0.003843,-0.001798,0.006145,-0.012111,0.00475,0.013436,0.002086,-0.00038,-0.000754,-0.00371,-0.003119,-0.007543,0.005464,-0.006547,0.007385
